eng,ta
2. HOW WE USE PERSONAL INFORMATION,2. தனிப்பட்ட தகவலை நாங்கள் எவ்வாறு பயன்படுத்துகிறோம்
Purnia East Rural,பூர்ணியா கிழக்கு ரூரல்
Ranaghat 2 Ex,ரணகட் 2 எக்ஸ்
Careers At Poshan Tracker,போஷன் டிராக்கரில் வேலை
Nichar At Bhabnagar,நிச்சர் அட் பாப்நகர்
Underweight Assessment Parameters,குறைந்த எடை மதிப்பீட்டு அளவுருக்கள்
Welcome!,Welcome!
The following are the Terms of Service (“Terms”) that govern your use of the Swastha Balak Balika Spardha Platform hosted at https://poshantracker.,"The following are the Terms of Service (""Terms"") that govern your use of the Swastha Balak Balika Spardha Platform hosted at https://poshantracker."
"in, and all associated sites linked to it, its subsidiaries, and affiliates (collectively, the “Site”).","in, and all associated sites linked to it, its subsidiaries, and affiliates (collectively, the ""Site"")."
Please provide your mobile number and a ticket number.,உங்கள் மொபைல் எண் மற்றும் டிக்கெட் நம்பரை வழங்கவும்.
Kulti (U) ICDS Project,குல்தி (யு) ஐ. சி. டி. எஸ். புராஜக்ட்
Ludhiana 1 Rural,லூதியானா 1 ரூரல்
Dinhata - II addl,தின்ஹடா- II அடிஷனல்
Please contact your respective Anganwadi worker.,உங்கள் அங்கன்வாடி பணியாளரை தொடர்பு கொள்ளவும்.
SAM Children under 5 years who received Supplementary Nutrition,SAM துணை ஊட்டச்சத்து பெற்ற 5 வயதுக்குட்பட்ட குழந்தைகள்
Feeding During Illness,நோயின் போது தாய்ப்பால் கொடுப்பது
Ratlam Rural - 2,ரட்லம் ரூரல் - 2
Suti - I,சுதி - I
Memari - II,மேமரி - II
OPV-1Pentavalent-1Rotavirus Vaccine (RVV)-1Fractional dose of Inactivated Polio Vaccine (fIPV)-1Pneumococcal Conjugate Vaccine (PCV) -1,OPV-1பெண்டாவலன்ட்-1ரோட்டா வைரஸ் தடுப்பூசி (RVV)-1செயலிழக்கச் செய்யப்பட்ட போலியோ தடுப்பூசி (fIPV)-1 பிரிவின் அளவுநிமோகாக்கல் கான்ஜுகேட் தடுப்பூசி (PCV) -1
Height should be between 38 to 150,உயரம் 38-க்கும் 150-க்கும் இடையே இருக்க வேண்டும்
How to contact Poshan Tracker Team?,போஷன் டிராக்கர் குழுவை எவ்வாறு தொடர்பு கொள்வது?
Rongli Rural Project,ரோங்கிலி கிராமப்புற திட்டம்
Take Home Ration (THR) Given Today,இன்று கொடுக்கப்பட்ட டேக் ஹோம் ரேஷன் (THR)
How many different forms are there in Poshan Tracker App?,போஷன் டிராக்கர் பயன்பாட்டில் எத்தனை வெவ்வேறு வடிவங்கள் உள்ளன?
Ldh Urban 1,லூதியானா அர்பன் 1
There are 7 different types of forms for beneficiaries.,பயனாளிகளுக்கு 7 வெவ்வேறு வகையான படிவங்கள் உள்ளன.
This includes:Lactating motherPregnant womenChild 0-6 MonthsChild 6 Months to 3 YearsChild  3 Years to 6 YearsAdolescent Girls (11 Years-19 Years),இதில் பின்வருவன அடங்கும்ஃபாலூட்டும் தாய்கர்ப்பிணி பெண்கள்குழந்தை 0-6 மாதங்கள்குழந்தை 6 மாதங்கள் முதல் 3 வயது வரைகுழந்தை 3 வயது முதல் 6 வயது வரைஇளம் பருவ பெண்கள் (11 வயது -19 ஆண்டுகள்)
