eng,ne
Please select Anganwadi Center,कृपया आंगनवाडी केन्द्र चयन गर्नुहोस्
Children between 0-6 months,०-६ महिनाबीचका बच्चाहरू
Gautam Buddha Nagar,गौतमबुद्ध नगर
Mangan Tribal Project,मंगन आदिवासी परियोजना
New Amravati Urban,नयाँ अमरावती शहरी
MPIN is a 4 digits passcode which is set by an Anganwadi worker while registering over the Poshan Tracker App.,MPIN भनेको ४ अंकको पासकोड हो जुन पोसन ट्र्याकर एपमा दर्ता गर्दा आंगनवाडी कार्यकर्ताले सेट गरेको हुन्छ।
 VI. ACCESS RESTRICTIONS, VI. पहुँच प्रतिबन्धहरू
The new growth curves are expected to provide a single international standard that represents the best description of physiological growth for all children from birth to five years of age and to establish the breastfed infant as the normative model for growth and development,नयाँ वृद्धि कर्भहरूले जन्मदेखि पाँच वर्षसम्मका सबै बालबालिकाहरूको शारीरिक वृद्धिको उत्कृष्ट विवरण प्रतिनिधित्व गर्ने र स्तनपान शिशुलाई वृद्धि र विकासको लागि मानक मोडेलको रूपमा स्थापित गर्न एकल अन्तर्राष्ट्रिय मापदण्ड प्रदान गर्ने अपेक्षा गरिएको छ।
"Specifications of Smart phone and Technical Compatibility Testing (02 February, 2021)","स्मार्ट फोन र प्राविधिक अनुकूलता परीक्षणका विशिष्टताहरू (०२ फेब्रुअरी, २०२१)"
Real time recording and Monitoring,वास्तविक समय रेकर्डिङ र निगरानी
Dhupguri Adl 1,धुपगुडी एडीएल 1
Beneficiary count report,लाभार्थी गणनाको रिपोर्ट
Kaliachak - III Adl.,कालियाचक - III एडीएल।
Request for child's height and weight measurement,बच्चाको उचाइ र तौल मापनका लागि अनुरोध गर्नुहोस्
How to Reset MPIN?,MPIN कसरी रिसेट गर्ने?
Children (6 months - 3 years),बच्चाहरू (6 महिना - 3 वर्ष)
Patna Sadar (4) W (21-26),पटना सदर (4) डब्ल्यु (21-26)
Bhind - U,भिन्द - यु
Champhai ICDS Project,चम्फाई आईसीडीएस परियोजना
Krishnagar - I,कृष्णनगर - I
