eng,bn
How to contact Poshan Tracker Team?,পোশান ট্র্যাকার টিমের সাথে কিভাবে যোগাযোগ করবেন?
Rongli Rural Project,রংলি গ্রামীণ প্রকল্প
Take Home Ration (THR) Given Today,আজ গৃহীত হোম রেশন (টিএইচআর) নিন
How many different forms are there in Poshan Tracker App?,পশান ট্র্যাকার অ্যাপে কযটি আলাদা ফর্ম রযেছে?
Ldh Urban 1,এলডিএইচ আরবান 1
There are 7 different types of forms for beneficiaries.,উপকারভোগীদের জন্য ৭ টি বিভিন্ন ধরণের ফর্ম রযেছে।
This includes:Lactating motherPregnant womenChild 0-6 MonthsChild 6 Months to 3 YearsChild  3 Years to 6 YearsAdolescent Girls (11 Years-19 Years),এর মধ্যে রযেছেঃ  দুধ খাওযানো মা  গর্ভবতী মহিলা  শিশু ০-৬ মাস   বাচ্চা ৬ মাস থেকে ৩ বছর পর্যন্ত   শিশু ৩ বছর থেকে ৬ বছর   কৈশোর বযসী মেযেরা (১১ বছর-১৯ বছর)
Shibpur I C D S Project,শিবপুর আই সি ডি এস প্রকল্প
RAMPURHAT-II ICDS PROJECT,রামপুরহাট - II আইসিডিএস প্রকল্প
"In the recent one to three months, no Aanganwadi Worker has visited the beneficiary's home","সাম্প্রতিক এক থেকে তিন মাসের মধ্যে, কোনও অঙ্গনওযাডি কর্মী সুবিধাভোগীর বাডিতে যাননি"
Please enter Weight greater than 0.49 and less than 40.01,অনুগ্রহ করে 0.49 এর বেশি এবং 40.01 এর কম ওজন লিখুন
You can register with your mobile number directly through the website https://poshantracker.,You can register with your mobile number directly through the website https://poshantracker.
in or by downloading the Poshan Tracker App.,in or by downloading the Poshan Tracker App.
Seraj At Janjehli,সিরাজ আত জানজেহলি
Amta - II,আমতা - II
 V. ACCESS PERMISSIONS, V. অ্যাক্সেসের অনুমতি
Please select Anganwadi Center,অনুগ্রহ করে অঙ্গনওযাডি কেন্দ্র নির্বাচন করুন
Children between 0-6 months,০-৬ মাসের মধ্যে শিশুদের
Gautam Buddha Nagar,গৌতম বুদ্ধ নাগর
Mangan Tribal Project,মাঙ্গন আদিবাসী প্রকল্প
New Amravati Urban,নতুন অমরাবতী আরবান
MPIN is a 4 digits passcode which is set by an Anganwadi worker while registering over the Poshan Tracker App.,MPIN হ'ল একটি ৪ ডিজিটের পাসকোড যা পশান ট্র্যাকার অ্যাপটিতে নিবন্ধভুক্ত করার সময একজন অঙ্গনওযাডি কর্মী সেট করেছিলেন।
 VI. ACCESS RESTRICTIONS, VI. অ্যাক্সেস সীমাবদ্ধ
The new growth curves are expected to provide a single international standard that represents the best description of physiological growth for all children from birth to five years of age and to establish the breastfed infant as the normative model for growth and development,নতুন বৃদ্ধির বক্ররেখাগুলি একটি একক আন্তর্জাতিক মান প্রদান করবে যা জন্ম থেকে পাঁচ বছর বযস পর্যন্ত সকল শিশুর শারীরবৃত্তীয বৃদ্ধির সর্বোত্তম বর্ণনা উপস্থাপন করে এবং স্তন্যপাযী শিশুকে বৃদ্ধি ও বিকাশের আদর্শ মডেল হিসেবে প্রতিষ্ঠিত করে।
"Specifications of Smart phone and Technical Compatibility Testing (02 February, 2021)",স্মার্ট ফোনগুলির বিশদকরণ এবং প্রযুক্তিগত সামঞ্জস্যতা পরীক্ষাগুলি (০২ ফেব্রুযারী ২০২১)
Real time recording and Monitoring,রিযেল টাইম রেকর্ডিং এবং মনিটরিং
Dhupguri Adl 1,ধুপগুডি অ্যাডিশনাল 1
Beneficiary count report,সুবিধাভোগীর সংখ্যা গণনার রিপোর্ট
Kaliachak - III Adl.,কালিযাচক - III অ্যাডিশনাল
Request for child's height and weight measurement,শিশুর উচ্চতা এবং ওজন পরিমাপের জন্য অনুরোধ করুন
How to Reset MPIN?,MPIN কীভাবে রিসেট করবেন?
Children (6 months - 3 years),শিশু (6 মাস - 3 বছর)
Patna Sadar (4) W (21-26),পাটনা সদর (4) ডাব্লিউ (21 - 26)
Bhind - U,ভিন্ড - ইউ
Champhai ICDS Project,চামফাই আইসিডিএস প্রকল্প
